Region,loan_id,channel,PartnerID,SalesManagerID,Category,principal,loan_amount,productTenure,IRR,collection_due_bucket,disbursed_date,installment_due,installment_number,emi_due_date,emi_paid_date,cibil_score,cnt_30p_last_3m_all,enq_3m,enq_6m,utilization,abb_90d,principaloutstandingamt,principalPaid,emipaidamt,avrg_amt_credit_3m_monthly
Bali,25763675,Channel-A,81,180,No-Nach,1805300,50000000,48,31,M0,4/4/2024,2693700,6,10/4/2024,10/4/2024,699,0,9,20,0.757916,7248700,41001500,16457800,2693700,76443513.67
Bali,25763675,Channel-A,81,180,No-Nach,1844400,50000000,48,31,M0,4/4/2024,2693700,7,11/3/2024,11/3/2024,699,0,9,20,0.757916,7248700,39196200,16457800,2693700,76443513.67
Bali,25763675,Channel-A,81,180,No-Nach,1884400,50000000,48,31,M0,4/4/2024,2693700,8,12/4/2024,12/4/2024,699,0,9,20,0.757916,7248700,37351800,16457800,2693700,76443513.67
Bali,25763675,Channel-A,81,180,No-Nach,1925200,50000000,48,31,M0,4/4/2024,2693700,9,1/3/2025,1/3/2025,699,0,9,20,0.757916,7248700,35467400,16457800,2693700,76443513.67
Bali,25763675,Channel-A,81,180,No-Nach,1967000,50000000,48,31,NULL,4/4/2024,2693700,10,2/3/2025,NULL,699,0,9,20,0.757916,7248700,NULL,16457800,0,76443513.67
Sri Lanka,25763676,Channel-A,36,180,Nach,643100,22000000,60,29,M0,4/4/2024,863100,1,5/4/2024,5/4/2024,743,0,5,5,1,15029500,21356900,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,436000,22000000,60,29,M0,4/4/2024,863100,2,6/3/2024,6/3/2024,743,0,5,5,1,15029500,20920900,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,444700,22000000,60,29,M0,4/4/2024,863100,3,7/4/2024,7/4/2024,743,0,5,5,1,15029500,20476200,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,453600,22000000,60,29,M0,4/4/2024,863100,4,8/3/2024,8/3/2024,743,0,5,5,1,15029500,20022600,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,462600,22000000,60,29,M0,4/4/2024,863100,5,9/3/2024,9/3/2024,743,0,5,5,1,15029500,19560000,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,471900,22000000,60,29,M0,4/4/2024,863100,6,10/4/2024,10/4/2024,743,0,5,5,1,15029500,19088100,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,481300,22000000,60,29,M0,4/4/2024,863100,7,11/3/2024,11/3/2024,743,0,5,5,1,15029500,18606800,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,491000,22000000,60,29,M0,4/4/2024,863100,8,12/4/2024,12/4/2024,743,0,5,5,1,15029500,18115800,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,500800,22000000,60,29,M0,4/4/2024,863100,9,1/3/2025,1/3/2025,743,0,5,5,1,15029500,17615000,4385000,863100,48895166.67
Sri Lanka,25763676,Channel-A,36,180,Nach,510800,22000000,60,29,NULL,4/4/2024,863100,10,2/3/2025,NULL,743,0,5,5,1,15029500,NULL,4385000,0,48895166.67
Bali,25763677,Channel-A,126,180,Nach,2152000,50000000,48,31,M0,4/4/2024,2693700,1,5/4/2024,5/4/2024,748,0,5,25,0.717893,6318700,47848000,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1657000,50000000,48,31,M0,4/4/2024,2693700,2,6/3/2024,6/3/2024,748,0,5,25,0.717893,6318700,46191000,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1692900,50000000,48,31,M0,4/4/2024,2693700,3,7/4/2024,7/4/2024,748,0,5,25,0.717893,6318700,44498100,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1729600,50000000,48,31,M0,4/4/2024,2693700,4,8/3/2024,8/3/2024,748,0,5,25,0.717893,6318700,42768500,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1767000,50000000,48,31,M0,4/4/2024,2693700,5,9/3/2024,9/3/2024,748,0,5,25,0.717893,6318700,41001500,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1805300,50000000,48,31,M0,4/4/2024,2693700,6,10/4/2024,10/4/2024,748,0,5,25,0.717893,6318700,39196200,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1844400,50000000,48,31,M0,4/4/2024,2693700,7,11/3/2024,11/3/2024,748,0,5,25,0.717893,6318700,37351800,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1884400,50000000,48,31,M0,4/4/2024,2693700,8,12/4/2024,12/4/2024,748,0,5,25,0.717893,6318700,35467400,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1925200,50000000,48,31,M0,4/4/2024,2693700,9,1/3/2025,1/3/2025,748,0,5,25,0.717893,6318700,33542200,16457800,2693700,167550600
Bali,25763677,Channel-A,126,180,Nach,1967000,50000000,48,31,NULL,4/4/2024,2693700,10,2/3/2025,NULL,748,0,5,25,0.717893,6318700,NULL,16457800,0,167550600
Bali,25763678,Channel-A,72,180,Nach,2152000,50000000,48,31,M0,4/4/2024,2693700,1,5/4/2024,5/4/2024,685,0,7,17,0.843453,11895700,47848000,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1657000,50000000,48,31,M0,4/4/2024,2693700,2,6/3/2024,6/3/2024,685,0,7,17,0.843453,11895700,46191000,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1692900,50000000,48,31,M0,4/4/2024,2693700,3,7/4/2024,7/4/2024,685,0,7,17,0.843453,11895700,44498100,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1729600,50000000,48,31,M0,4/4/2024,2693700,4,8/3/2024,8/3/2024,685,0,7,17,0.843453,11895700,42768500,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1767000,50000000,48,31,M0,4/4/2024,2693700,5,9/3/2024,9/3/2024,685,0,7,17,0.843453,11895700,41001500,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1805300,50000000,48,31,M0,4/4/2024,2693700,6,10/4/2024,10/4/2024,685,0,7,17,0.843453,11895700,39196200,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1844400,50000000,48,31,M1,4/4/2024,2693700,7,11/3/2024,11/4/2024,685,0,7,17,0.843453,11895700,37351800,16457800,2745000,193888800
Bali,25763678,Channel-A,72,180,Nach,1884400,50000000,48,31,M0,4/4/2024,2693700,8,12/4/2024,12/4/2024,685,0,7,17,0.843453,11895700,35467400,16457800,2693700,193888800
Bali,25763678,Channel-A,72,180,Nach,1925200,50000000,48,31,M1,4/4/2024,2693700,9,1/3/2025,1/4/2025,685,0,7,17,0.843453,11895700,33542200,16457800,2745000,193888800
Bali,25763678,Channel-A,72,180,Nach,1967000,50000000,48,31,NULL,4/4/2024,2693700,10,2/3/2025,NULL,685,0,7,17,0.843453,11895700,NULL,16457800,0,193888800
Bali,25763679,Channel-A,54,180,No-Nach,480800,25000000,60,29,M1,3/30/2024,1214100,1,6/3/2024,6/9/2024,714,0,9,11,0.828641,5771800,25000000,4126600,1217400,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,490400,25000000,60,29,M0,3/30/2024,980800,2,7/4/2024,7/4/2024,714,0,9,11,0.828641,5771800,24028800,4126600,980800,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,500200,25000000,60,29,M0,3/30/2024,980800,3,8/3/2024,8/3/2024,714,0,9,11,0.828641,5771800,24028800,4126600,980800,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,510200,25000000,60,29,M1,3/30/2024,980800,4,9/3/2024,9/4/2024,714,0,9,11,0.828641,5771800,23018400,4126600,981100,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,520400,25000000,60,29,M0,3/30/2024,980800,5,10/4/2024,10/4/2024,714,0,9,11,0.828641,5771800,23018400,4126600,980800,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,530800,25000000,60,29,M0,3/30/2024,980800,6,11/3/2024,11/3/2024,714,0,9,11,0.828641,5771800,22498000,4126600,980800,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,541500,25000000,60,29,M1,3/30/2024,980800,7,12/4/2024,12/16/2024,714,0,9,11,0.828641,5771800,21967200,4126600,980800,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,552300,25000000,60,29,M0,3/30/2024,980800,8,1/3/2025,1/3/2025,714,0,9,11,0.828641,5771800,21425700,4126600,980800,46787266.67
Bali,25763679,Channel-A,54,180,No-Nach,563300,25000000,60,29,NULL,3/30/2024,980800,9,2/3/2025,NULL,714,0,9,11,0.828641,5771800,NULL,4126600,0,46787266.67
Australia,25763680,Channel-A,9,180,Nach,928800,32000000,60,27,M0,4/4/2024,1222100,1,5/4/2024,5/4/2024,764,0,8,22,0.848396,4928300,31071200,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,652500,32000000,60,27,M0,4/4/2024,1222100,2,6/3/2024,6/3/2024,764,0,8,22,0.848396,4928300,30418700,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,664400,32000000,60,27,M0,4/4/2024,1222100,3,7/4/2024,7/4/2024,764,0,8,22,0.848396,4928300,29754300,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,676600,32000000,60,27,M0,4/4/2024,1222100,4,8/3/2024,8/3/2024,764,0,8,22,0.848396,4928300,29077700,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,689000,32000000,60,27,M0,4/4/2024,1222100,5,9/3/2024,9/3/2024,764,0,8,22,0.848396,4928300,28388700,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,701600,32000000,60,27,M0,4/4/2024,1222100,6,10/4/2024,10/4/2024,764,0,8,22,0.848396,4928300,27687100,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,714500,32000000,60,27,M0,4/4/2024,1222100,7,11/3/2024,11/3/2024,764,0,8,22,0.848396,4928300,26972600,5755000,1222100,149917389
Australia,25763680,Channel-A,9,180,Nach,727600,32000000,60,27,M1,4/4/2024,1222100,8,12/4/2024,12/25/2024,764,0,8,22,0.848396,4928300,26972600,5755000,1276100,149917389
Australia,25763681,Channel-A,54,180,Nach,1446300,50000000,60,26,M0,4/4/2024,1883800,1,5/4/2024,5/4/2024,773,0,3,8,0.722692,5721500,48553700,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1034100,50000000,60,26,M0,4/4/2024,1883800,2,6/3/2024,6/3/2024,773,0,3,8,0.722692,5721500,47519600,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1052200,50000000,60,26,M0,4/4/2024,1883800,3,7/4/2024,7/4/2024,773,0,3,8,0.722692,5721500,46467400,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1070600,50000000,60,26,M0,4/4/2024,1883800,4,8/3/2024,8/3/2024,773,0,3,8,0.722692,5721500,45396800,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1089400,50000000,60,26,M0,4/4/2024,1883800,5,9/3/2024,9/3/2024,773,0,3,8,0.722692,5721500,44307400,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1108400,50000000,60,26,M0,4/4/2024,1883800,6,10/4/2024,10/4/2024,773,0,3,8,0.722692,5721500,43199000,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1127800,50000000,60,26,M0,4/4/2024,1883800,7,11/3/2024,11/3/2024,773,0,3,8,0.722692,5721500,42071200,10244000,1883800,123872273.7
Australia,25763681,Channel-A,54,180,Nach,1147600,50000000,60,26,M0,4/4/2024,1883800,8,12/4/2024,12/4/2024,773,0,3,8,0.722692,5721500,40923600,10244000,1883800,123872273.7
Australia,25763682,Channel-A,9,180,Nach,1080500,25000000,48,33,M0,4/4/2024,1372200,1,5/4/2024,5/4/2024,731,0,6,15,0.891035,3117500,23919500,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,814100,25000000,48,33,M0,4/4/2024,1372200,2,6/3/2024,6/3/2024,731,0,6,15,0.891035,3117500,23105400,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,833100,25000000,48,33,M0,4/4/2024,1372200,3,7/4/2024,7/4/2024,731,0,6,15,0.891035,3117500,22272300,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,852500,25000000,48,33,M0,4/4/2024,1372200,4,8/3/2024,8/3/2024,731,0,6,15,0.891035,3117500,21419800,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,872400,25000000,48,33,M0,4/4/2024,1372200,5,9/3/2024,9/3/2024,731,0,6,15,0.891035,3117500,20547400,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,892800,25000000,48,33,M0,4/4/2024,1372200,6,10/4/2024,10/4/2024,731,0,6,15,0.891035,3117500,19654600,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,913600,25000000,48,33,M0,4/4/2024,1372200,7,11/3/2024,11/3/2024,731,0,6,15,0.891035,3117500,18741000,8150600,1372200,64189700
Australia,25763682,Channel-A,9,180,Nach,934900,25000000,48,33,M0,4/4/2024,1372200,8,12/4/2024,12/4/2024,731,0,6,15,0.891035,3117500,17806100,8150600,1372200,64189700
Sri Lanka,25763683,Channel-A,54,180,Nach,2254500,70000000,48,31,M0,3/30/2024,4479000,1,6/3/2024,6/3/2024,705,0,7,22,0.835431,35314000,67745500,16863200,4479000,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2303400,70000000,48,31,M1,3/30/2024,3771200,2,7/4/2024,7/6/2024,705,0,7,22,0.835431,35314000,65442100,16863200,3826700,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2353300,70000000,48,31,M1,3/30/2024,3771200,3,8/3/2024,8/16/2024,705,0,7,22,0.835431,35314000,65442100,16863200,3869600,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2404300,70000000,48,31,M1,3/30/2024,3771200,4,9/3/2024,9/29/2024,705,0,7,22,0.835431,35314000,63088800,16863200,3922600,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2456400,70000000,48,31,M1,3/30/2024,3771200,5,10/4/2024,10/26/2024,705,0,7,22,0.835431,35314000,60684500,16863200,3918100,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2509600,70000000,48,31,M0,3/30/2024,3771200,6,11/3/2024,11/3/2024,705,0,7,22,0.835431,35314000,55718500,16863200,3771200,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2564000,70000000,48,31,M1,3/30/2024,3771200,7,12/4/2024,12/28/2024,705,0,7,22,0.835431,35314000,55718500,16863200,3932300,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2619500,70000000,48,31,M1,3/30/2024,3771200,8,1/3/2025,NULL,705,0,7,22,0.835431,35314000,53136800,16863200,17700,688404700
Sri Lanka,25763683,Channel-A,54,180,Nach,2676300,70000000,48,31,NULL,3/30/2024,3771200,9,2/3/2025,NULL,705,0,7,22,0.835431,35314000,NULL,16863200,0,688404700
Bali,25763684,Channel-A,9,180,Nach,2995300,70000000,48,28,M1,4/4/2024,3666100,1,5/4/2024,5/5/2024,747,0,9,16,0.847768,36625200,67004700,23378400,3718000,568984287
Bali,25763684,Channel-A,9,180,Nach,2381800,70000000,48,28,M0,4/4/2024,3666100,2,6/3/2024,6/3/2024,747,0,9,16,0.847768,36625200,64622900,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2427500,70000000,48,28,M0,4/4/2024,3666100,3,7/4/2024,7/4/2024,747,0,9,16,0.847768,36625200,62195400,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2474000,70000000,48,28,M0,4/4/2024,3666100,4,8/3/2024,8/3/2024,747,0,9,16,0.847768,36625200,59721400,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2521400,70000000,48,28,M0,4/4/2024,3666100,5,9/3/2024,9/3/2024,747,0,9,16,0.847768,36625200,57200000,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2569800,70000000,48,28,M0,4/4/2024,3666100,6,10/4/2024,10/4/2024,747,0,9,16,0.847768,36625200,54630200,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2619000,70000000,48,28,M0,4/4/2024,3666100,7,11/3/2024,11/3/2024,747,0,9,16,0.847768,36625200,52011200,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2669200,70000000,48,28,M0,4/4/2024,3666100,8,12/4/2024,12/4/2024,747,0,9,16,0.847768,36625200,49342000,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2720400,70000000,48,28,M0,4/4/2024,3666100,9,1/3/2025,1/3/2025,747,0,9,16,0.847768,36625200,46621600,23378400,3666100,568984287
Bali,25763684,Channel-A,9,180,Nach,2772500,70000000,48,28,NULL,4/4/2024,3666100,10,2/3/2025,NULL,747,0,9,16,0.847768,36625200,NULL,23378400,0,568984287
Australia,25763685,Channel-B,27,180,Nach,2024800,70000000,60,26,M0,4/4/2024,2637300,1,5/4/2024,5/4/2024,767,0,6,21,0.705155,42767000,67975200,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1447700,70000000,60,26,M0,4/4/2024,2637300,2,6/3/2024,6/3/2024,767,0,6,21,0.705155,42767000,66527500,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1473100,70000000,60,26,M0,4/4/2024,2637300,3,7/4/2024,7/4/2024,767,0,6,21,0.705155,42767000,65054400,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1498800,70000000,60,26,M0,4/4/2024,2637300,4,8/3/2024,8/3/2024,767,0,6,21,0.705155,42767000,63555600,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1525100,70000000,60,26,M0,4/4/2024,2637300,5,9/3/2024,9/3/2024,767,0,6,21,0.705155,42767000,62030500,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1551800,70000000,60,26,M0,4/4/2024,2637300,6,10/4/2024,10/4/2024,767,0,6,21,0.705155,42767000,60478700,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1578900,70000000,60,26,M0,4/4/2024,2637300,7,11/3/2024,11/3/2024,767,0,6,21,0.705155,42767000,58899800,14341500,2637300,411497233.3
Australia,25763685,Channel-B,27,180,Nach,1606600,70000000,60,26,M0,4/4/2024,2637300,8,12/4/2024,12/4/2024,767,0,6,21,0.705155,42767000,57293200,14341500,2637300,411497233.3
Australia,25763686,Channel-B,27,180,Nach,2892500,100000000,60,26,M0,4/4/2024,3767500,1,5/4/2024,5/4/2024,765,0,12,32,0.677271,66926900,97107500,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2068100,100000000,60,26,M0,4/4/2024,3767500,2,6/3/2024,6/3/2024,765,0,12,32,0.677271,66926900,95039400,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2104300,100000000,60,26,M0,4/4/2024,3767500,3,7/4/2024,7/4/2024,765,0,12,32,0.677271,66926900,92935100,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2141100,100000000,60,26,M0,4/4/2024,3767500,4,8/3/2024,8/3/2024,765,0,12,32,0.677271,66926900,90794000,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2178600,100000000,60,26,M0,4/4/2024,3767500,5,9/3/2024,9/3/2024,765,0,12,32,0.677271,66926900,88615400,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2216700,100000000,60,26,M0,4/4/2024,3767500,6,10/4/2024,10/4/2024,765,0,12,32,0.677271,66926900,86398700,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2255500,100000000,60,26,M0,4/4/2024,3767500,7,11/3/2024,11/3/2024,765,0,12,32,0.677271,66926900,84143200,20487000,3767500,554152000
Australia,25763686,Channel-B,27,180,Nach,2295000,100000000,60,26,M0,4/4/2024,3767500,8,12/4/2024,12/4/2024,765,0,12,32,0.677271,66926900,81848200,20487000,3767500,554152000
Bali,25763688,Channel-B,27,180,Nach,1610400,50000000,48,31,M0,3/30/2024,3199300,1,6/3/2024,6/3/2024,715,0,9,25,0.600074,7958200,48389600,13903400,3199300,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1645300,50000000,48,31,M0,3/30/2024,2693700,2,7/4/2024,7/4/2024,715,0,9,25,0.600074,7958200,46744300,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1680900,50000000,48,31,M0,3/30/2024,2693700,3,8/3/2024,8/3/2024,715,0,9,25,0.600074,7958200,45063400,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1717300,50000000,48,31,M0,3/30/2024,2693700,4,9/3/2024,9/3/2024,715,0,9,25,0.600074,7958200,43346100,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1754500,50000000,48,31,M0,3/30/2024,2693700,5,10/4/2024,10/4/2024,715,0,9,25,0.600074,7958200,41591600,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1792500,50000000,48,31,M0,3/30/2024,2693700,6,11/3/2024,11/3/2024,715,0,9,25,0.600074,7958200,39799100,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1831400,50000000,48,31,M0,3/30/2024,2693700,7,12/4/2024,12/4/2024,715,0,9,25,0.600074,7958200,37967700,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1871100,50000000,48,31,M0,3/30/2024,2693700,8,1/3/2025,1/3/2025,715,0,9,25,0.600074,7958200,36096600,13903400,2693700,44627205.33
Bali,25763688,Channel-B,27,180,Nach,1911600,50000000,48,31,NULL,3/30/2024,2693700,9,2/3/2025,NULL,715,0,9,25,0.600074,7958200,NULL,13903400,0,44627205.33
Australia,25763689,Channel-A,153,180,No-Nach,1610400,50000000,48,31,M0,3/30/2024,3199300,1,6/3/2024,6/3/2024,711,0,0,6,0.821666,11188000,48389600,13903400,3199300,57130137
Australia,25763689,Channel-A,153,180,No-Nach,1645300,50000000,48,31,M0,3/30/2024,2693700,2,7/4/2024,7/4/2024,711,0,0,6,0.821666,11188000,48389600,13903400,2693700,57130137
Australia,25763689,Channel-A,153,180,No-Nach,1680900,50000000,48,31,M0,3/30/2024,2693700,3,8/3/2024,8/3/2024,711,0,0,6,0.821666,11188000,46744300,13903400,2693700,57130137
Australia,25763689,Channel-A,153,180,No-Nach,1717300,50000000,48,31,M0,3/30/2024,2693700,4,9/3/2024,9/3/2024,711,0,0,6,0.821666,11188000,45063400,13903400,2693700,57130137
Australia,25763689,Channel-A,153,180,No-Nach,1754500,50000000,48,31,M0,3/30/2024,2693700,5,10/4/2024,10/4/2024,711,0,0,6,0.821666,11188000,43346100,13903400,2693700,57130137
Australia,25763689,Channel-A,153,180,No-Nach,1792500,50000000,48,31,M0,3/30/2024,2693700,6,11/3/2024,11/3/2024,711,0,0,6,0.821666,11188000,41591600,13903400,2693700,57130137
Australia,25763689,Channel-A,153,180,No-Nach,1831400,50000000,48,31,M0,3/30/2024,2693700,7,12/4/2024,12/4/2024,711,0,0,6,0.821666,11188000,39799100,13903400,2693700,57130137
Sri Lanka,25763690,Channel-A,36,180,Nach,1061600,57000000,60,31,M0,3/30/2024,2872900,1,6/3/2024,6/3/2024,734,0,10,19,0.828584,6396400,55938400,9165500,2872900,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1084600,57000000,60,31,M0,3/30/2024,2296600,2,7/4/2024,7/4/2024,734,0,10,19,0.828584,6396400,54853800,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1108100,57000000,60,31,M0,3/30/2024,2296600,3,8/3/2024,8/3/2024,734,0,10,19,0.828584,6396400,53745700,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1132100,57000000,60,31,M0,3/30/2024,2296600,4,9/3/2024,9/3/2024,734,0,10,19,0.828584,6396400,52613600,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1156600,57000000,60,31,M0,3/30/2024,2296600,5,10/4/2024,10/4/2024,734,0,10,19,0.828584,6396400,51457000,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1181700,57000000,60,31,M0,3/30/2024,2296600,6,11/3/2024,11/3/2024,734,0,10,19,0.828584,6396400,50275300,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1207300,57000000,60,31,M0,3/30/2024,2296600,7,12/4/2024,12/4/2024,734,0,10,19,0.828584,6396400,49068000,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1233500,57000000,60,31,M0,3/30/2024,2296600,8,1/3/2025,1/3/2025,734,0,10,19,0.828584,6396400,47834500,9165500,2296600,263653306.3
Sri Lanka,25763690,Channel-A,36,180,Nach,1260200,57000000,60,31,NULL,3/30/2024,2296600,9,2/3/2025,NULL,734,0,10,19,0.828584,6396400,NULL,9165500,0,263653306.3
Bali,25763691,Channel-A,90,180,Nach,946700,30000000,48,33,M0,3/30/2024,1973400,1,6/3/2024,6/3/2024,701,0,3,7,0.705152,3385700,29053300,8221800,1973400,80767500
Bali,25763691,Channel-A,90,180,Nach,968800,30000000,48,33,M1,3/30/2024,1646700,2,7/4/2024,7/6/2024,701,0,3,7,0.705152,3385700,28084500,8221800,1648100,80767500
Bali,25763691,Channel-A,90,180,Nach,991400,30000000,48,33,M1,3/30/2024,1646700,3,8/3/2024,8/6/2024,701,0,3,7,0.705152,3385700,28084500,8221800,1690500,80767500
Bali,25763691,Channel-A,90,180,Nach,1014500,30000000,48,33,M0,3/30/2024,1646700,4,9/3/2024,9/3/2024,701,0,3,7,0.705152,3385700,26078600,8221800,1646700,80767500
Bali,25763691,Channel-A,90,180,Nach,1038200,30000000,48,33,M0,3/30/2024,1646700,5,10/4/2024,10/4/2024,701,0,3,7,0.705152,3385700,25040400,8221800,1646700,80767500
Bali,25763691,Channel-A,90,180,Nach,1062400,30000000,48,33,M0,3/30/2024,1646700,6,11/3/2024,11/3/2024,701,0,3,7,0.705152,3385700,23978000,8221800,1646700,80767500
Bali,25763691,Channel-A,90,180,Nach,1087200,30000000,48,33,M0,3/30/2024,1646700,7,12/4/2024,12/4/2024,701,0,3,7,0.705152,3385700,22890800,8221800,1646700,80767500
Bali,25763691,Channel-A,90,180,Nach,1112600,30000000,48,33,M0,3/30/2024,1646700,8,1/3/2025,1/3/2025,701,0,3,7,0.705152,3385700,21778200,8221800,1646700,80767500
Bali,25763691,Channel-A,90,180,Nach,1138500,30000000,48,33,NULL,3/30/2024,1646700,9,2/3/2025,NULL,701,0,3,7,0.705152,3385700,NULL,8221800,0,80767500
Australia,25763693,Channel-A,72,180,Nach,1127300,35000000,48,31,M0,3/30/2024,2239500,1,6/3/2024,6/3/2024,777,0,14,18,0.512064,3525100,33872700,9732500,2239500,165203600
Australia,25763693,Channel-A,72,180,Nach,1151700,35000000,48,31,M0,3/30/2024,1885600,2,7/4/2024,7/4/2024,777,0,14,18,0.512064,3525100,32721000,9732500,1885600,165203600
Australia,25763693,Channel-A,72,180,Nach,1176600,35000000,48,31,M0,3/30/2024,1885600,3,8/3/2024,8/3/2024,777,0,14,18,0.512064,3525100,31544400,9732500,1885600,165203600
Australia,25763693,Channel-A,72,180,Nach,1202100,35000000,48,31,M0,3/30/2024,1885600,4,9/3/2024,9/3/2024,777,0,14,18,0.512064,3525100,30342300,9732500,1885600,165203600
