Region,loan_id,channel,PartnerID,SalesManagerID,Category,principal,loan_amount,productTenure,IRR,collection_due_bucket,disbursed_date,installment_due,installment_number,emi_due_date,emi_paid_date,cibil_score,cnt_30p_last_3m_all,enq_3m,enq_6m,utilization,abb_90d,principaloutstandingamt,principalPaid,emipaidamt,avrg_amt_credit_3m_monthly
Bali,25693642,Channel-A,9,90,Nach,1474800,40000000,48,29,M0,8/30/2023,2114800,1,10/5/2023,10/5/2023,731,0,24,40,0.837201,19515000,38525200,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1344300,40000000,48,29,M0,8/30/2023,2114800,2,11/4/2023,11/4/2023,731,0,24,40,0.837201,19515000,37180900,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1371200,40000000,48,29,M0,8/30/2023,2114800,3,12/5/2023,12/5/2023,731,0,24,40,0.837201,19515000,35809700,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1398600,40000000,48,29,M0,8/30/2023,2114800,4,1/4/2024,1/4/2024,731,0,24,40,0.837201,19515000,34411100,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1426600,40000000,48,29,M0,8/30/2023,2114800,5,2/4/2024,2/4/2024,731,0,24,40,0.837201,19515000,32984500,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1455100,40000000,48,29,M0,8/30/2023,2114800,6,3/6/2024,3/6/2024,731,0,24,40,0.837201,19515000,31529400,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1484200,40000000,48,29,M0,8/30/2023,2114800,7,4/4/2024,4/4/2024,731,0,24,40,0.837201,19515000,30045200,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1513900,40000000,48,29,M0,8/30/2023,2114800,8,5/5/2024,5/5/2024,731,0,24,40,0.837201,19515000,28531300,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1544200,40000000,48,29,M0,8/30/2023,2114800,9,6/4/2024,6/4/2024,731,0,24,40,0.837201,19515000,26987100,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1575100,40000000,48,29,M0,8/30/2023,2114800,10,7/5/2024,7/5/2024,731,0,24,40,0.837201,19515000,25412000,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1606600,40000000,48,29,M0,8/30/2023,2114800,11,8/4/2024,8/4/2024,731,0,24,40,0.837201,19515000,23805400,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1638700,40000000,48,29,M0,8/30/2023,2114800,12,9/4/2024,9/4/2024,731,0,24,40,0.837201,19515000,22166700,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1671500,40000000,48,29,M0,8/30/2023,2114800,13,10/5/2024,10/5/2024,731,0,24,40,0.837201,19515000,20495200,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1704900,40000000,48,29,M0,8/30/2023,2114800,14,11/4/2024,11/4/2024,731,0,24,40,0.837201,19515000,18790300,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1739000,40000000,48,29,M0,8/30/2023,2114800,15,12/5/2024,12/5/2024,731,0,24,40,0.837201,19515000,17051300,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1773800,40000000,48,29,M0,8/30/2023,2114800,16,1/4/2025,1/4/2025,731,0,24,40,0.837201,19515000,15277500,24722500,2114800,62820555
Bali,25693642,Channel-A,9,90,Nach,1809200,40000000,48,29,NULL,8/30/2023,2114800,17,2/4/2025,NULL,731,0,24,40,0.837201,19515000,NULL,24722500,0,62820555
Bali,25693645,Channel-A,9,180,Nach,961600,50000000,60,29,M0,9/6/2023,2328300,1,11/4/2023,11/4/2023,725,0,1,2,0.921383,84236700,49038400,15360500,2328300,73316066.67
Bali,25693645,Channel-A,9,180,Nach,980800,50000000,60,29,M0,9/6/2023,1961600,2,12/5/2023,12/5/2023,725,0,1,2,0.921383,84236700,48057600,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1000400,50000000,60,29,M0,9/6/2023,1961600,3,1/4/2024,1/4/2024,725,0,1,2,0.921383,84236700,47057200,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1020500,50000000,60,29,M1,9/6/2023,1961600,4,2/4/2024,2/10/2024,725,0,1,2,0.921383,84236700,47057200,15360500,2009900,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1040900,50000000,60,29,M1,9/6/2023,1961600,5,3/6/2024,3/13/2024,725,0,1,2,0.921383,84236700,46036700,15360500,2011600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1061700,50000000,60,29,M1,9/6/2023,1961600,6,4/4/2024,4/21/2024,725,0,1,2,0.921383,84236700,44995800,15360500,2027200,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1082900,50000000,60,29,M1,9/6/2023,1961600,7,5/5/2024,5/18/2024,725,0,1,2,0.921383,84236700,43934100,15360500,2022400,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1104600,50000000,60,29,M1,9/6/2023,1961600,8,6/4/2024,6/30/2024,725,0,1,2,0.921383,84236700,42851200,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1126700,50000000,60,29,M1,9/6/2023,1961600,9,7/5/2024,7/27/2024,725,0,1,2,0.921383,84236700,41746600,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1149200,50000000,60,29,M1,9/6/2023,1961600,10,8/4/2024,8/11/2024,725,0,1,2,0.921383,84236700,40619900,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1172200,50000000,60,29,M1,9/6/2023,1961600,11,9/4/2024,9/26/2024,725,0,1,2,0.921383,84236700,39470700,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1195600,50000000,60,29,M1,9/6/2023,1961600,12,10/5/2024,10/24/2024,725,0,1,2,0.921383,84236700,38298500,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1219500,50000000,60,29,M1,9/6/2023,1961600,13,11/4/2024,11/24/2024,725,0,1,2,0.921383,84236700,37102900,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1243900,50000000,60,29,M1,9/6/2023,1961600,14,12/5/2024,12/25/2024,725,0,1,2,0.921383,84236700,35883400,15360500,1961600,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1268800,50000000,60,29,M1,9/6/2023,1961600,15,1/4/2025,NULL,725,0,1,2,0.921383,84236700,34639500,15360500,0,73316066.67
Bali,25693645,Channel-A,9,180,Nach,1294200,50000000,60,29,NULL,9/6/2023,1961600,16,2/4/2025,NULL,725,0,1,2,0.921383,84236700,NULL,15360500,0,73316066.67
Bali,25693646,Channel-A,9,180,Nach,961600,50000000,60,29,M0,9/11/2023,2428300,1,11/4/2023,11/4/2023,689,0,4,8,0.736873,27079400,49038400,16629300,2428300,122091220
Bali,25693646,Channel-A,9,180,Nach,980800,50000000,60,29,M0,9/11/2023,1961600,2,12/5/2023,12/5/2023,689,0,4,8,0.736873,27079400,48057600,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1000400,50000000,60,29,M0,9/11/2023,1961600,3,1/4/2024,1/4/2024,689,0,4,8,0.736873,27079400,47057200,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1020500,50000000,60,29,M0,9/11/2023,1961600,4,2/4/2024,2/4/2024,689,0,4,8,0.736873,27079400,46036700,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1040900,50000000,60,29,M0,9/11/2023,1961600,5,3/6/2024,3/6/2024,689,0,4,8,0.736873,27079400,44995800,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1061700,50000000,60,29,M0,9/11/2023,1961600,6,4/4/2024,4/4/2024,689,0,4,8,0.736873,27079400,43934100,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1082900,50000000,60,29,M0,9/11/2023,1961600,7,5/5/2024,5/5/2024,689,0,4,8,0.736873,27079400,42851200,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1104600,50000000,60,29,M1,9/11/2023,1961600,8,6/4/2024,6/5/2024,689,0,4,8,0.736873,27079400,41746600,16629300,2006500,122091220
Bali,25693646,Channel-A,9,180,Nach,1126700,50000000,60,29,M0,9/11/2023,1961600,9,7/5/2024,7/5/2024,689,0,4,8,0.736873,27079400,40619900,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1149200,50000000,60,29,M0,9/11/2023,1961600,10,8/4/2024,8/4/2024,689,0,4,8,0.736873,27079400,39470700,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1172200,50000000,60,29,M0,9/11/2023,1961600,11,9/4/2024,9/4/2024,689,0,4,8,0.736873,27079400,38298500,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1195600,50000000,60,29,M0,9/11/2023,1961600,12,10/5/2024,10/5/2024,689,0,4,8,0.736873,27079400,37102900,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1219500,50000000,60,29,M0,9/11/2023,1961600,13,11/4/2024,11/4/2024,689,0,4,8,0.736873,27079400,35883400,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1243900,50000000,60,29,M1,9/11/2023,1961600,14,12/5/2024,12/6/2024,689,0,4,8,0.736873,27079400,34639500,16629300,2012200,122091220
Bali,25693646,Channel-A,9,180,Nach,1268800,50000000,60,29,M0,9/11/2023,1961600,15,1/4/2025,1/4/2025,689,0,4,8,0.736873,27079400,33370700,16629300,1961600,122091220
Bali,25693646,Channel-A,9,180,Nach,1294200,50000000,60,29,NULL,9/11/2023,1961600,16,2/4/2025,NULL,689,0,4,8,0.736873,27079400,NULL,16629300,0,122091220
Bali,25693649,Channel-A,18,180,Nach,1923300,100000000,60,29,M0,9/18/2023,4190000,1,11/4/2023,11/4/2023,789,0,16,41,0.589513,153420900,98076700,33260500,4190000,1016010942
Bali,25693649,Channel-A,18,180,Nach,1961800,100000000,60,29,M0,9/18/2023,3923300,2,12/5/2023,12/5/2023,789,0,16,41,0.589513,153420900,96114900,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2001000,100000000,60,29,M0,9/18/2023,3923300,3,1/4/2024,1/4/2024,789,0,16,41,0.589513,153420900,94113900,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2041000,100000000,60,29,M0,9/18/2023,3923300,4,2/4/2024,2/4/2024,789,0,16,41,0.589513,153420900,92072900,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2081800,100000000,60,29,M0,9/18/2023,3923300,5,3/6/2024,3/6/2024,789,0,16,41,0.589513,153420900,89991100,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2123500,100000000,60,29,M0,9/18/2023,3923300,6,4/4/2024,4/4/2024,789,0,16,41,0.589513,153420900,87867600,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2165900,100000000,60,29,M0,9/18/2023,3923300,7,5/5/2024,5/5/2024,789,0,16,41,0.589513,153420900,85701700,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2209300,100000000,60,29,M0,9/18/2023,3923300,8,6/4/2024,6/4/2024,789,0,16,41,0.589513,153420900,83492400,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2253500,100000000,60,29,M0,9/18/2023,3923300,9,7/5/2024,7/5/2024,789,0,16,41,0.589513,153420900,81238900,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2298500,100000000,60,29,M0,9/18/2023,3923300,10,8/4/2024,8/4/2024,789,0,16,41,0.589513,153420900,78940400,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2344500,100000000,60,29,M0,9/18/2023,3923300,11,9/4/2024,9/4/2024,789,0,16,41,0.589513,153420900,76595900,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2391400,100000000,60,29,M0,9/18/2023,3923300,12,10/5/2024,10/5/2024,789,0,16,41,0.589513,153420900,74204500,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2439200,100000000,60,29,M0,9/18/2023,3923300,13,11/4/2024,11/4/2024,789,0,16,41,0.589513,153420900,71765300,33260500,3923300,1016010942
Bali,25693649,Channel-A,18,180,Nach,2488000,100000000,60,29,M1,9/18/2023,3923300,14,12/5/2024,12/6/2024,789,0,16,41,0.589513,153420900,69277300,33260500,3974900,1016010942
Bali,25693649,Channel-A,18,180,Nach,2537800,100000000,60,29,M1,9/18/2023,3923300,15,1/4/2025,1/7/2025,789,0,16,41,0.589513,153420900,69277300,33260500,3982100,1016010942
Bali,25693649,Channel-A,18,180,Nach,2588500,100000000,60,29,NULL,9/18/2023,3923300,16,2/4/2025,NULL,789,0,16,41,0.589513,153420900,NULL,33260500,0,1016010942
Bali,25693650,Channel-A,9,180,Nach,1301600,40000000,48,30,M0,9/20/2023,2412700,1,11/4/2023,11/4/2023,723,0,12,24,0.690974,15958700,38698400,22644700,2412700,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1328700,40000000,48,30,M0,9/20/2023,2134900,2,12/5/2023,12/5/2023,723,0,12,24,0.690974,15958700,37369700,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1356400,40000000,48,30,M0,9/20/2023,2134900,3,1/4/2024,1/4/2024,723,0,12,24,0.690974,15958700,36013300,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1384600,40000000,48,30,M0,9/20/2023,2134900,4,2/4/2024,2/4/2024,723,0,12,24,0.690974,15958700,34628700,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1413500,40000000,48,30,M0,9/20/2023,2134900,5,3/6/2024,3/6/2024,723,0,12,24,0.690974,15958700,33215200,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1442900,40000000,48,30,M0,9/20/2023,2134900,6,4/4/2024,4/4/2024,723,0,12,24,0.690974,15958700,31772300,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1473000,40000000,48,30,M0,9/20/2023,2134900,7,5/5/2024,5/5/2024,723,0,12,24,0.690974,15958700,30299300,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1503700,40000000,48,30,M0,9/20/2023,2134900,8,6/4/2024,6/4/2024,723,0,12,24,0.690974,15958700,28795600,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1535000,40000000,48,30,M0,9/20/2023,2134900,9,7/5/2024,7/5/2024,723,0,12,24,0.690974,15958700,27260600,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1567000,40000000,48,30,M0,9/20/2023,2134900,10,8/4/2024,8/4/2024,723,0,12,24,0.690974,15958700,25693600,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1599600,40000000,48,30,M0,9/20/2023,2134900,11,9/4/2024,9/4/2024,723,0,12,24,0.690974,15958700,24094000,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1632900,40000000,48,30,M0,9/20/2023,2134900,12,10/5/2024,10/5/2024,723,0,12,24,0.690974,15958700,22461100,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1667000,40000000,48,30,M0,9/20/2023,2134900,13,11/4/2024,11/4/2024,723,0,12,24,0.690974,15958700,20794100,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1701700,40000000,48,30,M0,9/20/2023,2134900,14,12/5/2024,12/5/2024,723,0,12,24,0.690974,15958700,19092400,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1737100,40000000,48,30,M0,9/20/2023,2134900,15,1/4/2025,1/4/2025,723,0,12,24,0.690974,15958700,17355300,22644700,2134900,93245466.67
Bali,25693650,Channel-A,9,180,Nach,1773300,40000000,48,30,NULL,9/20/2023,2134900,16,2/4/2025,NULL,723,0,12,24,0.690974,15958700,NULL,22644700,0,93245466.67
Bali,25693651,Channel-A,9,180,Nach,2884900,150000000,60,29,M0,9/27/2023,6484900,1,11/4/2023,11/4/2023,743,0,10,11,0.871961,124852100,147115100,49889700,6484900,117490900
Bali,25693651,Channel-A,9,180,Nach,2942600,150000000,60,29,M0,9/27/2023,5884900,2,12/5/2023,12/5/2023,743,0,10,11,0.871961,124852100,144172500,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3001400,150000000,60,29,M0,9/27/2023,5884900,3,1/4/2024,1/4/2024,743,0,10,11,0.871961,124852100,141171100,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3061500,150000000,60,29,M1,9/27/2023,5884900,4,2/4/2024,2/7/2024,743,0,10,11,0.871961,124852100,141171100,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3122700,150000000,60,29,M0,9/27/2023,5884900,5,3/6/2024,3/6/2024,743,0,10,11,0.871961,124852100,134986900,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3185200,150000000,60,29,M0,9/27/2023,5884900,6,4/4/2024,4/4/2024,743,0,10,11,0.871961,124852100,131801700,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3248900,150000000,60,29,M0,9/27/2023,5884900,7,5/5/2024,5/5/2024,743,0,10,11,0.871961,124852100,128552800,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3313800,150000000,60,29,M0,9/27/2023,5884900,8,6/4/2024,6/4/2024,743,0,10,11,0.871961,124852100,125239000,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3380100,150000000,60,29,M0,9/27/2023,5884900,9,7/5/2024,7/5/2024,743,0,10,11,0.871961,124852100,121858900,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3447700,150000000,60,29,M0,9/27/2023,5884900,10,8/4/2024,8/4/2024,743,0,10,11,0.871961,124852100,118411200,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3516700,150000000,60,29,M0,9/27/2023,5884900,11,9/4/2024,9/4/2024,743,0,10,11,0.871961,124852100,114894500,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3587000,150000000,60,29,M0,9/27/2023,5884900,12,10/5/2024,10/5/2024,743,0,10,11,0.871961,124852100,111307500,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3658700,150000000,60,29,M0,9/27/2023,5884900,13,11/4/2024,11/4/2024,743,0,10,11,0.871961,124852100,107648800,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3731900,150000000,60,29,M0,9/27/2023,5884900,14,12/5/2024,12/5/2024,743,0,10,11,0.871961,124852100,103916900,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3806600,150000000,60,29,M0,9/27/2023,5884900,15,1/4/2025,1/4/2025,743,0,10,11,0.871961,124852100,100110300,49889700,5884900,117490900
Bali,25693651,Channel-A,9,180,Nach,3882700,150000000,60,29,NULL,9/27/2023,5884900,16,2/4/2025,NULL,743,0,10,11,0.871961,124852100,NULL,49889700,0,117490900
Bali,25693652,Channel-B,27,180,Nach,657400,20000000,48,29,M1,9/27/2023,1137400,1,11/4/2023,11/8/2023,683,2,5,5,0.697117,7431000,20000000,11368400,1137400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,670500,20000000,48,29,M0,9/27/2023,1057400,2,12/5/2023,12/5/2023,683,2,5,5,0.697117,7431000,18672100,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,684000,20000000,48,29,M0,9/27/2023,1057400,3,1/4/2024,1/4/2024,683,2,5,5,0.697117,7431000,17988100,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,697600,20000000,48,29,M1,9/27/2023,1057400,4,2/4/2024,2/7/2024,683,2,5,5,0.697117,7431000,17988100,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,711600,20000000,48,29,M0,9/27/2023,1057400,5,3/6/2024,3/6/2024,683,2,5,5,0.697117,7431000,16578900,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,725800,20000000,48,29,M0,9/27/2023,1057400,6,4/4/2024,4/4/2024,683,2,5,5,0.697117,7431000,15853100,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,740300,20000000,48,29,M0,9/27/2023,1057400,7,5/5/2024,5/5/2024,683,2,5,5,0.697117,7431000,15112800,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,755100,20000000,48,29,M0,9/27/2023,1057400,8,6/4/2024,6/4/2024,683,2,5,5,0.697117,7431000,14357700,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,770200,20000000,48,29,M0,9/27/2023,1057400,9,7/5/2024,7/5/2024,683,2,5,5,0.697117,7431000,13587500,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,785600,20000000,48,29,M0,9/27/2023,1057400,10,8/4/2024,8/4/2024,683,2,5,5,0.697117,7431000,12801900,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,801400,20000000,48,29,M0,9/27/2023,1057400,11,9/4/2024,9/4/2024,683,2,5,5,0.697117,7431000,12000500,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,817400,20000000,48,29,M0,9/27/2023,1057400,12,10/5/2024,10/5/2024,683,2,5,5,0.697117,7431000,11183100,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,833700,20000000,48,29,M0,9/27/2023,1057400,13,11/4/2024,11/4/2024,683,2,5,5,0.697117,7431000,10349400,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,850400,20000000,48,29,M0,9/27/2023,1057400,14,12/5/2024,12/5/2024,683,2,5,5,0.697117,7431000,9499000,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,867400,20000000,48,29,M0,9/27/2023,1057400,15,1/4/2025,1/4/2025,683,2,5,5,0.697117,7431000,8631600,11368400,1057400,67295233.67
Bali,25693652,Channel-B,27,180,Nach,884800,20000000,48,29,NULL,9/27/2023,1057400,16,2/4/2025,NULL,683,2,5,5,0.697117,7431000,NULL,11368400,0,67295233.67
Bali,25693653,Channel-A,18,180,Nach,1923300,100000000,60,29,M0,9/6/2023,4390000,1,11/4/2023,11/4/2023,698,0,6,22,0.671737,12376700,98076700,30722700,4390000,1062782268
Bali,25693653,Channel-A,18,180,Nach,1961800,100000000,60,29,M1,9/6/2023,3923300,2,12/5/2023,12/7/2023,698,0,6,22,0.671737,12376700,98076700,30722700,3923300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2001000,100000000,60,29,M0,9/6/2023,3923300,3,1/4/2024,1/4/2024,698,0,6,22,0.671737,12376700,94113900,30722700,3923300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2041000,100000000,60,29,M0,9/6/2023,3923300,4,2/4/2024,2/4/2024,698,0,6,22,0.671737,12376700,92072900,30722700,3923300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2081800,100000000,60,29,M1,9/6/2023,3923300,5,3/6/2024,3/17/2024,698,0,6,22,0.671737,12376700,92072900,30722700,3996200,1062782268
Bali,25693653,Channel-A,18,180,Nach,2123500,100000000,60,29,M1,9/6/2023,3923300,6,4/4/2024,4/8/2024,698,0,6,22,0.671737,12376700,89991100,30722700,3983100,1062782268
Bali,25693653,Channel-A,18,180,Nach,2165900,100000000,60,29,M1,9/6/2023,3923300,7,5/5/2024,5/22/2024,698,0,6,22,0.671737,12376700,87867600,30722700,4019500,1062782268
Bali,25693653,Channel-A,18,180,Nach,2209300,100000000,60,29,M1,9/6/2023,3923300,8,6/4/2024,6/13/2024,698,0,6,22,0.671737,12376700,85701700,30722700,3997900,1062782268
Bali,25693653,Channel-A,18,180,Nach,2253500,100000000,60,29,M1,9/6/2023,3923300,9,7/5/2024,7/10/2024,698,0,6,22,0.671737,12376700,83492400,30722700,3986800,1062782268
Bali,25693653,Channel-A,18,180,Nach,2298500,100000000,60,29,M0,9/6/2023,3923300,10,8/4/2024,8/4/2024,698,0,6,22,0.671737,12376700,78940400,30722700,3923300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2344500,100000000,60,29,M0,9/6/2023,3923300,11,9/4/2024,9/4/2024,698,0,6,22,0.671737,12376700,76595900,30722700,3923300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2391400,100000000,60,29,M1,9/6/2023,3923300,12,10/5/2024,10/21/2024,698,0,6,22,0.671737,12376700,76595900,30722700,4021300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2439200,100000000,60,29,M1,9/6/2023,3923300,13,11/4/2024,11/20/2024,698,0,6,22,0.671737,12376700,74204500,30722700,4027200,1062782268
Bali,25693653,Channel-A,18,180,Nach,2488000,100000000,60,29,M1,9/6/2023,3923300,14,12/5/2024,12/15/2024,698,0,6,22,0.671737,12376700,71765300,30722700,4006300,1062782268
Bali,25693653,Channel-A,18,180,Nach,2537800,100000000,60,29,M1,9/6/2023,3923300,15,1/4/2025,NULL,698,0,6,22,0.671737,12376700,69277300,30722700,0,1062782268
Bali,25693653,Channel-A,18,180,Nach,2588500,100000000,60,29,NULL,9/6/2023,3923300,16,2/4/2025,NULL,698,0,6,22,0.671737,12376700,NULL,30722700,0,1062782268
Bali,25693654,Channel-B,27,180,Nach,1314800,40000000,48,29,M0,9/6/2023,2301500,1,11/4/2023,11/4/2023,736,0,14,32,0.808299,18947500,38685200,21002500,2301500,101724067
Bali,25693654,Channel-B,27,180,Nach,1341100,40000000,48,29,M0,9/6/2023,2114800,2,12/5/2023,12/5/2023,736,0,14,32,0.808299,18947500,37344100,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1367900,40000000,48,29,M0,9/6/2023,2114800,3,1/4/2024,1/4/2024,736,0,14,32,0.808299,18947500,35976200,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1395300,40000000,48,29,M0,9/6/2023,2114800,4,2/4/2024,2/4/2024,736,0,14,32,0.808299,18947500,34580900,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1423200,40000000,48,29,M0,9/6/2023,2114800,5,3/6/2024,3/6/2024,736,0,14,32,0.808299,18947500,33157700,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1451600,40000000,48,29,M0,9/6/2023,2114800,6,4/4/2024,4/4/2024,736,0,14,32,0.808299,18947500,31706100,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1480700,40000000,48,29,M0,9/6/2023,2114800,7,5/5/2024,5/5/2024,736,0,14,32,0.808299,18947500,30225400,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1510300,40000000,48,29,M0,9/6/2023,2114800,8,6/4/2024,6/4/2024,736,0,14,32,0.808299,18947500,28715100,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1540500,40000000,48,29,M0,9/6/2023,2114800,9,7/5/2024,7/5/2024,736,0,14,32,0.808299,18947500,27174600,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1571300,40000000,48,29,M0,9/6/2023,2114800,10,8/4/2024,8/4/2024,736,0,14,32,0.808299,18947500,25603300,21002500,2113800,101724067
Bali,25693654,Channel-B,27,180,Nach,1602700,40000000,48,29,M0,9/6/2023,2114800,11,9/4/2024,9/4/2024,736,0,14,32,0.808299,18947500,24000600,21002500,2114800,101724067
Bali,25693654,Channel-B,27,180,Nach,1634800,40000000,48,29,M1,9/6/2023,2114800,12,10/5/2024,10/6/2024,736,0,14,32,0.808299,18947500,22365800,21002500,2165800,101724067
